設立別,學程別,群科別,畢業生人數,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,"出版_影音製作_傳播及資通訊人數
服務業",金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,"出版_影音製作_傳播及資通訊比率
服務業",金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率
私立,實用技能學程,電機與電子群,365,4,0,16,24,1,5,4,0,4,0,0,0,4,1,10,0,0,4,21,26.85,1.1,0,4.38,6.58,0.27,1.37,1.1,0,1.1,0,0,0,1.1,0.27,2.74,0,0,1.1,5.75
私立,實用技能學程,商業與管理群,627,4,2,34,5,5,6,29,12,38,4,1,0,19,9,13,2,3,3,52,38.44,0.64,0.32,5.42,0.8,0.8,0.96,4.63,1.91,6.06,0.64,0.16,0,3.03,1.44,2.07,0.32,0.48,0.48,8.29
私立,實用技能學程,農業群,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,26.92,0,0,0,0,0,0,0,0,11.54,0,0,0,0,0,0,0,3.85,7.69,3.85
私立,實用技能學程,食品群,196,1,0,8,1,1,2,5,4,23,0,0,0,10,0,3,0,0,2,6,33.67,0.51,0,4.08,0.51,0.51,1.02,2.55,2.04,11.73,0,0,0,5.1,0,1.53,0,0,1.02,3.06
私立,實用技能學程,餐旅群,3354,20,4,44,15,0,18,96,27,812,8,2,5,49,20,37,1,5,53,71,38.37,0.6,0.12,1.31,0.45,0,0.54,2.86,0.81,24.21,0.24,0.06,0.15,1.46,0.6,1.1,0.03,0.15,1.58,2.12
私立,實用技能學程,美容造型群,1059,3,1,17,1,0,2,30,2,80,1,0,0,151,4,2,1,4,31,199,49.95,0.28,0.09,1.61,0.09,0,0.19,2.83,0.19,7.55,0.09,0,0,14.26,0.38,0.19,0.09,0.38,2.93,18.79
進修部(學校),進修部(學校),普通科,288,3,0,5,0,2,12,16,9,18,1,2,0,10,0,1,0,0,11,4,32.64,1.04,0,1.74,0,0.69,4.17,5.56,3.13,6.25,0.35,0.69,0,3.47,0,0.35,0,0,3.82,1.39
進修部(學校),進修部(學校),機械群,134,0,7,42,0,0,5,5,3,9,1,1,1,4,0,0,0,0,0,3,60.45,0,5.22,31.34,0,0,3.73,3.73,2.24,6.72,0.75,0.75,0.75,2.99,0,0,0,0,0,2.24
進修部(學校),進修部(學校),動力機械群,670,5,0,131,10,0,39,49,50,32,3,2,1,74,34,3,0,2,16,41,73.43,0.75,0,19.55,1.49,0,5.82,7.31,7.46,4.78,0.45,0.3,0.15,11.04,5.07,0.45,0,0.3,2.39,6.12
進修部(學校),進修部(學校),電機與電子群,583,2,1,77,6,3,13,34,19,40,12,5,1,28,52,2,0,3,11,58,62.95,0.34,0.17,13.21,1.03,0.51,2.23,5.83,3.26,6.86,2.06,0.86,0.17,4.8,8.92,0.34,0,0.51,1.89,9.95
進修部(學校),進修部(學校),商業與管理群,1685,25,8,152,24,7,45,135,44,148,10,13,9,41,70,10,8,16,68,106,55.73,1.48,0.47,9.02,1.42,0.42,2.67,8.01,2.61,8.78,0.59,0.77,0.53,2.43,4.15,0.59,0.47,0.95,4.04,6.29
進修部(學校),進修部(學校),外語群,233,0,0,15,2,0,5,22,18,8,0,2,1,4,9,1,1,3,8,3,43.78,0,0,6.44,0.86,0,2.15,9.44,7.73,3.43,0,0.86,0.43,1.72,3.86,0.43,0.43,1.29,3.43,1.29
進修部(學校),進修部(學校),設計群,373,0,1,24,0,0,8,19,4,10,29,5,2,19,22,1,1,4,20,12,48.53,0,0.27,6.43,0,0,2.14,5.09,1.07,2.68,7.77,1.34,0.54,5.09,5.9,0.27,0.27,1.07,5.36,3.22
進修部(學校),進修部(學校),家政群,1420,14,0,18,10,0,5,30,10,91,5,19,0,161,56,1,2,12,151,354,66.13,0.99,0,1.27,0.7,0,0.35,2.11,0.7,6.41,0.35,1.34,0,11.34,3.94,0.07,0.14,0.85,10.63,24.93
進修部(學校),進修部(學校),餐旅群,4114,36,9,276,19,7,85,259,151,1022,65,58,29,99,130,24,7,31,224,202,66.43,0.88,0.22,6.71,0.46,0.17,2.07,6.3,3.67,24.84,1.58,1.41,0.7,2.41,3.16,0.58,0.17,0.75,5.44,4.91
進修部(學校),進修部(學校),藝術群,132,0,0,13,1,0,2,13,5,14,8,2,0,0,0,1,0,2,8,7,57.58,0,0,9.85,0.76,0,1.52,9.85,3.79,10.61,6.06,1.52,0,0,0,0.76,0,1.52,6.06,5.3
