設立別,學程別,群科別,畢業生人數,農_林_漁_牧業人數,礦業及土石採取業人數,製造業人數,電力及燃氣供應業人數,用水供應及污染整治業人數,營建工程業人數,批發及零售業人數,運輸及倉儲業人數,住宿及餐飲業人數,"出版_影音製作_傳播及資通訊人數
服務業",金融及保險業人數,不動產業人數,專業_科學及技術服務業人數,支援服務業人數,公共行政及國防；強制性社會安全人數,教育業人數,醫療保健及社會工作服務業人數,藝術_娛樂及休閒服務業人數,其他服務業人數,就業率,農_林_漁_牧業比率,礦業及土石採取業比率,製造業比率,電力及燃氣供應業比率,用水供應及污染整治業比率,營建工程業比率,批發及零售業比率,運輸及倉儲業比率,住宿及餐飲業比率,"出版_影音製作_傳播及資通訊比率
服務業",金融及保險業比率,不動產業比率,專業_科學及技術服務業比率,支援服務業比率,公共行政及國防；強制性社會安全比率,教育業比率,醫療保健及社會工作服務業比率,藝術_娛樂及休閒服務業比率,其他服務業比率
國立,專業群(職業)科,水產群,242,0,0,3,1,0,6,5,0,3,0,0,0,2,1,3,1,0,0,9,14.0495867768595,0,0,1.2396694214876,0.413223140495868,0,2.47933884297521,2.06611570247934,0,1.2396694214876,0,0,0,0.826446280991735,0.413223140495868,1.2396694214876,0.413223140495868,0,0,3.71900826446281
國立,專業群(職業)科,海事群,288,7,0,3,2,0,4,1,3,5,0,0,0,12,1,11,0,0,0,7,19.4444444444444,2.43055555555556,0,1.04166666666667,0.694444444444444,0,1.38888888888889,0.347222222222222,1.04166666666667,1.73611111111111,0,0,0,4.16666666666667,0.347222222222222,3.81944444444444,0,0,0,2.43055555555556
國立,專業群(職業)科,藝術群,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3030303030303,0
國立,專業群(職業)科,綜合,881,18,1,76,19,2,23,55,7,176,0,0,0,18,62,1,3,4,22,67,62.883087400681,2.04313280363224,0.113507377979569,8.62656072644722,2.1566401816118,0.227014755959137,2.61066969353008,6.24290578887628,0.794551645856981,19.9772985244041,0,0,0,2.04313280363224,7.03745743473326,0.113507377979569,0.340522133938706,0.454029511918275,2.49716231555051,7.6049943246311
國立,綜合高中,學術群,4856,1,0,2,0,0,0,8,5,13,0,0,0,0,0,21,0,0,1,4,1.1326194398682,0.020593080724876,0,0.041186161449753,0,0,0,0.164744645799012,0.102965403624382,0.267710049423394,0,0,0,0,0,0.432454695222405,0,0,0.020593080724876,0.082372322899506
國立,綜合高中,機械群,264,4,0,4,0,0,0,2,0,4,0,0,0,1,0,12,0,0,0,1,10.6060606060606,1.51515151515152,0,1.51515151515152,0,0,0,0.757575757575758,0,1.51515151515152,0,0,0,0.378787878787879,0,4.54545454545455,0,0,0,0.378787878787879
國立,綜合高中,動力機械群,31,0,0,0,0,0,2,1,0,0,0,0,0,7,0,7,0,0,1,0,58.0645161290323,0,0,0,0,0,6.45161290322581,3.2258064516129,0,0,0,0,0,22.5806451612903,0,22.5806451612903,0,0,3.2258064516129,0
國立,綜合高中,電機與電子群,349,1,0,5,0,0,0,2,2,2,0,0,0,0,2,12,0,0,0,6,9.16905444126074,0.286532951289398,0,1.43266475644699,0,0,0,0.573065902578797,0.573065902578797,0.573065902578797,0,0,0,0,0.573065902578797,3.43839541547278,0,0,0,1.71919770773639
國立,綜合高中,化工群,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81818181818182,0,0,0,0,0
國立,綜合高中,土木與建築群,194,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2.57731958762887,0,0,1.03092783505155,0,0,0,0.515463917525773,0,1.03092783505155,0,0,0,0,0,0,0,0,0,0
國立,綜合高中,商業與管理群,1217,1,0,2,1,0,1,5,0,14,0,0,0,2,4,37,0,0,2,6,6.16269515201315,0.082169268693509,0,0.164338537387017,0.082169268693509,0,0.082169268693509,0.410846343467543,0,1.15036976170912,0,0,0,0.164338537387017,0.328677074774034,3.04026294165982,0,0,0.164338537387017,0.493015612161052
國立,綜合高中,外語群,304,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1.64473684210526,0,0,0,0,0,0,0,0,0.657894736842105,0,0,0,0,0,0.986842105263158,0,0,0,0
國立,綜合高中,設計群,393,0,0,0,0,0,1,1,0,5,0,0,1,0,1,5,0,0,0,0,3.56234096692112,0,0,0,0,0,0.254452926208651,0.254452926208651,0,1.27226463104326,0,0,0.254452926208651,0,0.254452926208651,1.27226463104326,0,0,0,0
國立,綜合高中,農業群,106,1,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,8.49056603773585,0.943396226415094,0,1.88679245283019,0.943396226415094,0,0,0.943396226415094,0,0,0,0,0,0,0,2.83018867924528,0,0,0.943396226415094,0
國立,綜合高中,食品群,180,0,0,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,4.44444444444444,0,0,1.11111111111111,0,0,0,0,0,1.66666666666667,0,0,0,0,1.11111111111111,0.555555555555556,0,0,0,0
國立,綜合高中,家政群,92,0,0,0,0,0,0,2,0,7,0,1,0,1,0,1,1,0,0,2,16.304347826087,0,0,0,0,0,0,2.17391304347826,0,7.60869565217391,0,1.08695652173913,0,1.08695652173913,0,1.08695652173913,1.08695652173913,0,0,2.17391304347826
國立,綜合高中,餐旅群,556,6,2,2,0,0,4,5,2,27,1,1,0,1,0,6,0,0,6,5,12.2302158273381,1.07913669064748,0.359712230215827,0.359712230215827,0,0,0.719424460431655,0.899280575539568,0.359712230215827,4.85611510791367,0.179856115107914,0.179856115107914,0,0.179856115107914,0,1.07913669064748,0,0,1.07913669064748,0.899280575539568
國立,綜合高中,水產群,47,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2,17.0212765957447,0,0,0,0,0,0,10.6382978723404,0,0,0,0,0,0,0,2.12765957446808,0,0,0,4.25531914893617
國立,綜合高中,海事群,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立,綜合高中,藝術群,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
國立,綜合高中,綜合,42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,14.2857142857143,0,0,0,0,0,0,2.38095238095238,0,0,0,0,0,0,2.38095238095238,4.76190476190476,0,0,0,4.76190476190476
國立,實用技能學程,機械群,521,9,0,62,0,1,5,10,5,12,2,0,0,18,2,10,0,0,7,11,29.5585412667946,1.7274472168906,0,11.9001919385797,0,0.191938579654511,0.959692898272553,1.91938579654511,0.959692898272553,2.30326295585413,0.383877159309021,0,0,3.45489443378119,0.383877159309021,1.91938579654511,0,0,1.34357005758157,2.11132437619962
國立,實用技能學程,動力機械群,165,2,0,6,1,0,10,6,2,7,2,0,0,29,0,8,0,1,0,11,51.5151515151515,1.21212121212121,0,3.63636363636364,0.606060606060606,0,6.06060606060606,3.63636363636364,1.21212121212121,4.24242424242424,1.21212121212121,0,0,17.5757575757576,0,4.84848484848485,0,0.606060606060606,0,6.66666666666667
國立,實用技能學程,電機與電子群,400,13,0,15,3,0,4,9,6,21,1,0,0,23,3,3,0,1,5,8,28.75,3.25,0,3.75,0.75,0,1,2.25,1.5,5.25,0.25,0,0,5.75,0.75,0.75,0,0.25,1.25,2
國立,實用技能學程,土木與建築群,104,0,0,0,0,0,6,3,0,2,0,0,0,1,0,1,0,0,2,3,17.3076923076923,0,0,0,0,0,5.76923076923077,2.88461538461538,0,1.92307692307692,0,0,0,0.961538461538462,0,0.961538461538462,0,0,1.92307692307692,2.88461538461538
國立,實用技能學程,商業與管理群,576,7,0,23,2,0,2,34,2,40,2,1,0,10,10,11,1,1,6,9,27.9513888888889,1.21527777777778,0,3.99305555555556,0.347222222222222,0,0.347222222222222,5.90277777777778,0.347222222222222,6.94444444444444,0.347222222222222,0.173611111111111,0,1.73611111111111,1.73611111111111,1.90972222222222,0.173611111111111,0.173611111111111,1.04166666666667,1.5625
國立,實用技能學程,設計群,160,1,0,7,0,0,0,5,0,11,1,0,0,4,2,0,1,0,4,4,25,0.625,0,4.375,0,0,0,3.125,0,6.875,0.625,0,0,2.5,1.25,0,0.625,0,2.5,2.5
國立,實用技能學程,農業群,178,6,0,1,0,0,1,3,0,4,0,0,0,0,4,8,0,1,3,5,20.2247191011236,3.37078651685393,0,0.561797752808989,0,0,0.561797752808989,1.68539325842697,0,2.24719101123596,0,0,0,0,2.24719101123596,4.49438202247191,0,0.561797752808989,1.68539325842697,2.80898876404494
國立,實用技能學程,食品群,270,2,0,2,2,1,0,4,2,39,0,0,0,5,5,11,0,0,1,21,35.1851851851852,0.740740740740741,0,0.740740740740741,0.740740740740741,0.37037037037037,0,1.48148148148148,0.740740740740741,14.4444444444444,0,0,0,1.85185185185185,1.85185185185185,4.07407407407407,0,0,0.37037037037037,7.77777777777778
國立,實用技能學程,餐旅群,466,5,0,7,0,0,0,11,1,72,1,1,0,5,7,10,0,3,1,15,29.8283261802575,1.07296137339056,0,1.50214592274678,0,0,0,2.36051502145923,0.214592274678112,15.450643776824,0.214592274678112,0.214592274678112,0,1.07296137339056,1.50214592274678,2.14592274678112,0,0.643776824034335,0.214592274678112,3.21888412017167
國立,實用技能學程,水產群,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667
國立,實用技能學程,海事群,46,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,4,21.7391304347826,2.17391304347826,0,0,0,0,0,4.34782608695652,0,0,0,0,0,6.52173913043478,0,0,0,0,0,8.69565217391304
國立,實用技能學程,美容造型群,174,0,0,1,0,0,0,10,0,17,0,0,0,15,1,0,0,1,1,39,48.8505747126437,0,0,0.574712643678161,0,0,0,5.74712643678161,0,9.77011494252874,0,0,0,8.62068965517241,0.574712643678161,0,0,0.574712643678161,0.574712643678161,22.4137931034483
國立,進修部(學校),普通科,146,1,0,5,0,0,3,2,2,10,0,0,0,5,0,0,0,1,1,8,26.027397260274,0.684931506849315,0,3.42465753424658,0,0,2.05479452054795,1.36986301369863,1.36986301369863,6.84931506849315,0,0,0,3.42465753424658,0,0,0,0.684931506849315,0.684931506849315,5.47945205479452
國立,進修部(學校),機械群,598,6,0,156,5,0,9,3,7,24,1,0,0,26,16,4,0,2,11,17,47.9933110367893,1.00334448160535,0,26.0869565217391,0.836120401337793,0,1.50501672240803,0.501672240802676,1.17056856187291,4.01337792642141,0.167224080267559,0,0,4.34782608695652,2.67558528428094,0.668896321070234,0,0.334448160535117,1.83946488294314,2.84280936454849
國立,進修部(學校),動力機械群,158,1,0,21,0,0,4,3,1,9,0,0,0,3,8,0,0,0,4,13,42.4050632911392,0.632911392405063,0,13.2911392405063,0,0,2.53164556962025,1.89873417721519,0.632911392405063,5.69620253164557,0,0,0,1.89873417721519,5.06329113924051,0,0,0,2.53164556962025,8.22784810126582
國立,進修部(學校),電機與電子群,634,6,0,88,9,0,19,15,8,49,0,2,3,36,24,5,0,0,14,40,50.1577287066246,0.946372239747634,0,13.8801261829653,1.41955835962145,0,2.99684542586751,2.36593059936909,1.26182965299685,7.72870662460568,0,0.315457413249211,0.473186119873817,5.6782334384858,3.78548895899054,0.788643533123028,0,0,2.20820189274448,6.30914826498423
國立,進修部(學校),化工群,77,0,0,6,0,0,1,2,0,4,0,0,1,2,4,1,0,1,1,2,32.4675324675325,0,0,7.79220779220779,0,0,1.2987012987013,2.5974025974026,0,5.1948051948052,0,0,1.2987012987013,2.5974025974026,5.1948051948052,1.2987012987013,0,1.2987012987013,1.2987012987013,2.5974025974026
國立,進修部(學校),土木與建築群,79,0,1,7,2,0,10,2,0,12,0,0,0,9,7,1,0,0,0,0,64.5569620253165,0,1.26582278481013,8.86075949367089,2.53164556962025,0,12.6582278481013,2.53164556962025,0,15.1898734177215,0,0,0,11.3924050632911,8.86075949367089,1.26582278481013,0,0,0,0
國立,進修部(學校),商業與管理群,1562,27,5,78,4,2,28,106,27,139,17,8,6,19,50,21,2,16,79,79,45.6466069142125,1.72855313700384,0.320102432778489,4.99359795134443,0.256081946222791,0.128040973111396,1.79257362355954,6.78617157490397,1.72855313700384,8.898847631242,1.08834827144686,0.512163892445583,0.384122919334187,1.21638924455826,3.20102432778489,1.34443021766965,0.128040973111396,1.02432778489117,5.05761843790013,5.05761843790013
國立,進修部(學校),外語群,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,11.1111111111111,0,0,0,0,0,0,5.55555555555556,0,0,0,0
國立,進修部(學校),設計群,172,4,0,40,0,0,2,2,5,7,0,0,0,5,4,1,0,0,5,6,47.093023255814,2.32558139534884,0,23.2558139534884,0,0,1.16279069767442,1.16279069767442,2.90697674418605,4.06976744186047,0,0,0,2.90697674418605,2.32558139534884,0.581395348837209,0,0,2.90697674418605,3.48837209302326
國立,進修部(學校),農業群,66,2,0,0,0,0,2,1,0,8,0,0,0,0,1,0,0,0,0,22,54.5454545454546,3.03030303030303,0,0,0,0,3.03030303030303,1.51515151515152,0,12.1212121212121,0,0,0,0,1.51515151515152,0,0,0,0,33.3333333333333
國立,進修部(學校),食品群,289,7,1,24,6,0,6,14,5,27,2,2,2,1,2,1,0,2,7,46,53.6332179930796,2.42214532871972,0.346020761245675,8.30449826989619,2.07612456747405,0,2.07612456747405,4.84429065743945,1.73010380622837,9.34256055363322,0.692041522491349,0.692041522491349,0.692041522491349,0.346020761245675,0.692041522491349,0.346020761245675,0,0.692041522491349,2.42214532871972,15.916955017301
國立,進修部(學校),家政群,245,7,0,14,1,0,1,16,6,25,0,0,0,10,5,1,0,2,13,13,46.530612244898,2.85714285714286,0,5.71428571428571,0.408163265306122,0,0.408163265306122,6.53061224489796,2.44897959183673,10.2040816326531,0,0,0,4.08163265306122,2.04081632653061,0.408163265306122,0,0.816326530612245,5.30612244897959,5.30612244897959
國立,進修部(學校),餐旅群,165,0,0,1,0,0,0,5,0,21,0,1,0,4,2,0,0,3,11,24,43.6363636363636,0,0,0.606060606060606,0,0,0,3.03030303030303,0,12.7272727272727,0,0.606060606060606,0,2.42424242424242,1.21212121212121,0,0,1.81818181818182,6.66666666666667,14.5454545454545
縣市立,普通科,普通科,40267,6,0,14,7,1,4,15,6,58,4,0,0,3,4,107,7,1,12,28,0.687908212680359,0.014900538902824,0,0.034767924106589,0.017383962053294,0.002483423150471,0.009933692601882,0.037251347257059,0.014900538902824,0.144038542727295,0.009933692601882,0,0,0.007450269451412,0.009933692601882,0.265726277100355,0.017383962053294,0.002483423150471,0.029801077805647,0.069535848213177
縣市立,專業群(職業)科,機械群,1791,0,0,13,2,0,1,9,1,6,0,0,0,5,2,3,0,1,0,1,2.45672808486879,0,0,0.725851479620324,0.111669458403127,0,0.055834729201563,0.50251256281407,0.055834729201563,0.33500837520938,0,0,0,0.279173646007817,0.111669458403127,0.16750418760469,0,0.055834729201563,0,0.055834729201563
縣市立,專業群(職業)科,動力機械群,582,0,0,1,1,0,0,0,15,2,0,0,0,19,2,0,0,0,3,1,7.56013745704467,0,0,0.171821305841924,0.171821305841924,0,0,0,2.57731958762887,0.343642611683849,0,0,0,3.26460481099656,0.343642611683849,0,0,0,0.515463917525773,0.171821305841924
縣市立,專業群(職業)科,電機與電子群,2855,0,0,38,9,0,1,7,3,5,1,0,0,16,6,1,0,0,0,4,3.18739054290718,0,0,1.33099824868651,0.31523642732049,0,0.035026269702277,0.245183887915937,0.10507880910683,0.175131348511384,0.035026269702277,0,0,0.560420315236427,0.21015761821366,0.035026269702277,0,0,0,0.140105078809107
縣市立,專業群(職業)科,化工群,235,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.27659574468085,0.425531914893617,0,0,0,0,0,0,0.851063829787234,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,土木與建築群,467,0,0,0,0,0,5,3,0,2,0,1,1,0,1,0,0,0,0,1,2.99785867237687,0,0,0,0,0,1.07066381156317,0.642398286937901,0,0.428265524625268,0,0.214132762312634,0.214132762312634,0,0.214132762312634,0,0,0,0,0.214132762312634
縣市立,專業群(職業)科,商業與管理群,2631,0,0,4,0,0,1,2,1,9,1,0,0,1,1,3,1,2,4,5,1.33029266438617,0,0,0.152033447358419,0,0,0.038008361839605,0.076016723679209,0.038008361839605,0.342075256556442,0.038008361839605,0,0,0.038008361839605,0.038008361839605,0.114025085518814,0.038008361839605,0.076016723679209,0.152033447358419,0.190041809198024
縣市立,專業群(職業)科,外語群,501,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0,1,0,1,2.9940119760479,0,0,0,0,0,0,1.19760479041916,0.199600798403194,1.19760479041916,0,0,0,0,0,0,0,0.199600798403194,0,0.199600798403194
縣市立,專業群(職業)科,設計群,1202,0,0,5,0,0,0,2,0,2,0,0,0,1,1,4,0,0,6,1,1.83028286189684,0,0,0.415973377703827,0,0,0,0.166389351081531,0,0.166389351081531,0,0,0,0.083194675540765,0.083194675540765,0.332778702163062,0,0,0.499168053244592,0.083194675540765
縣市立,專業群(職業)科,農業群,145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.37931034482759,0,0,0,0,0,0,0,0,0.689655172413793,0,0,0,0,0.689655172413793,0,0,0,0,0
縣市立,專業群(職業)科,食品群,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8169014084507
縣市立,專業群(職業)科,家政群,148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.35135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0.675675675675676,0,0.675675675675676,0,0,0,0
縣市立,專業群(職業)科,餐旅群,225,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.888888888888889,0,0,0,0,0,0,0,0,0.888888888888889,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,藝術群,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,專業群(職業)科,綜合,259,1,0,8,0,3,0,28,7,26,1,0,0,4,33,1,0,2,3,26,55.2123552123552,0.386100386100386,0,3.08880308880309,0,1.15830115830116,0,10.8108108108108,2.7027027027027,10.03861003861,0.386100386100386,0,0,1.54440154440154,12.7413127413127,0.386100386100386,0,0.772200772200772,1.15830115830116,10.03861003861
縣市立,綜合高中,學術群,2149,0,0,2,0,0,0,3,2,8,0,0,0,0,0,6,0,0,0,2,1.07026523964635,0,0,0.093066542577943,0,0,0,0.139599813866915,0.093066542577943,0.372266170311773,0,0,0,0,0,0.27919962773383,0,0,0,0.093066542577943
縣市立,綜合高中,機械群,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,電機與電子群,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,化工群,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.08695652173913,0,0,0,0,0,0,0,0,1.08695652173913,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,土木與建築群,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847457627118644,0,0,0.847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,商業與管理群,569,0,0,3,0,0,0,3,1,2,0,0,0,0,0,2,0,0,0,10,3.69068541300527,0,0,0.527240773286467,0,0,0,0.527240773286467,0.175746924428823,0.351493848857645,0,0,0,0,0,0.351493848857645,0,0,0,1.75746924428823
縣市立,綜合高中,外語群,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81818181818182,0,0,0,0
縣市立,綜合高中,設計群,195,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,4.1025641025641,0,0,0,0,0,0,0,0.512820512820513,2.05128205128205,0,0,0,0,0,0,0,0,1.02564102564103,0.512820512820513
縣市立,綜合高中,農業群,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,家政群,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣市立,綜合高中,餐旅群,144,0,1,0,0,0,0,6,0,6,0,0,0,0,0,3,0,0,4,0,13.8888888888889,0,0.694444444444444,0,0,0,0,4.16666666666667,0,4.16666666666667,0,0,0,0,0,2.08333333333333,0,0,2.77777777777778,0
縣市立,綜合高中,綜合,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0
縣市立,實用技能學程,機械群,57,0,0,1,0,0,0,1,0,3,0,0,0,2,5,0,0,0,0,0,21.0526315789474,0,0,1.75438596491228,0,0,0,1.75438596491228,0,5.26315789473684,0,0,0,3.50877192982456,8.7719298245614,0,0,0,0,0
縣市立,實用技能學程,動力機械群,63,0,0,3,0,0,0,2,1,2,0,0,0,2,0,1,0,0,0,0,17.4603174603175,0,0,4.76190476190476,0,0,0,3.17460317460317,1.58730158730159,3.17460317460317,0,0,0,3.17460317460317,0,1.58730158730159,0,0,0,0
